year,month,age_group,state,donations
2007,11,60-64,Terengganu,0
2007,11,60-64,W.P. Kuala Lumpur,5
2007,12,17-24,Johor,50
2007,12,17-24,Kedah,485
2007,12,17-24,Kelantan,181
2007,12,17-24,Malaysia,4121
2007,12,17-24,Melaka,291
2007,12,17-24,Negeri Sembilan,189
2007,12,17-24,Pahang,58
2007,12,17-24,Perak,1
2007,12,17-24,Pulau Pinang,0
2007,12,17-24,Sabah,296
2007,12,17-24,Sarawak,0
2007,12,17-24,Selangor,162
2007,12,17-24,Terengganu,3
2007,12,17-24,W.P. Kuala Lumpur,2405
2007,12,25-29,Johor,33
2007,12,25-29,Kedah,306
2007,12,25-29,Kelantan,90
2007,12,25-29,Malaysia,2341
2007,12,25-29,Melaka,180
2007,12,25-29,Negeri Sembilan,144
2007,12,25-29,Pahang,21
2007,12,25-29,Perak,0
2007,12,25-29,Pulau Pinang,0
2007,12,25-29,Sabah,198
2007,12,25-29,Sarawak,1
2007,12,25-29,Selangor,148
2007,12,25-29,Terengganu,1
2007,12,25-29,W.P. Kuala Lumpur,1219
2007,12,30-34,Johor,9
2007,12,30-34,Kedah,246
2007,12,30-34,Kelantan,73
2007,12,30-34,Malaysia,1781
2007,12,30-34,Melaka,142
2007,12,30-34,Negeri Sembilan,95
2007,12,30-34,Pahang,12
2007,12,30-34,Perak,0
2007,12,30-34,Pulau Pinang,0
2007,12,30-34,Sabah,150
2007,12,30-34,Sarawak,1
2007,12,30-34,Selangor,155
2007,12,30-34,Terengganu,0
2007,12,30-34,W.P. Kuala Lumpur,898
2007,12,35-39,Johor,13
2007,12,35-39,Kedah,245
2007,12,35-39,Kelantan,40
2007,12,35-39,Malaysia,1332
2007,12,35-39,Melaka,107
2007,12,35-39,Negeri Sembilan,71
2007,12,35-39,Pahang,3
2007,12,35-39,Perak,1
2007,12,35-39,Pulau Pinang,0
2007,12,35-39,Sabah,132
2007,12,35-39,Sarawak,0
2007,12,35-39,Selangor,111
2007,12,35-39,Terengganu,0
2007,12,35-39,W.P. Kuala Lumpur,609
2007,12,40-44,Johor,9
2007,12,40-44,Kedah,237
2007,12,40-44,Kelantan,36
2007,12,40-44,Malaysia,1030
2007,12,40-44,Melaka,105
2007,12,40-44,Negeri Sembilan,44
2007,12,40-44,Pahang,8
2007,12,40-44,Perak,0
2007,12,40-44,Pulau Pinang,0
2007,12,40-44,Sabah,107
2007,12,40-44,Sarawak,0
2007,12,40-44,Selangor,79
2007,12,40-44,Terengganu,0
2007,12,40-44,W.P. Kuala Lumpur,405
2007,12,45-49,Johor,4
2007,12,45-49,Kedah,149
2007,12,45-49,Kelantan,23
2007,12,45-49,Malaysia,659
2007,12,45-49,Melaka,52
2007,12,45-49,Negeri Sembilan,25
2007,12,45-49,Pahang,1
2007,12,45-49,Perak,1
2007,12,45-49,Pulau Pinang,0
2007,12,45-49,Sabah,103
2007,12,45-49,Sarawak,1
2007,12,45-49,Selangor,55
2007,12,45-49,Terengganu,1
2007,12,45-49,W.P. Kuala Lumpur,244
2007,12,50-54,Johor,2
2007,12,50-54,Kedah,101
2007,12,50-54,Kelantan,15
2007,12,50-54,Malaysia,400
2007,12,50-54,Melaka,43
2007,12,50-54,Negeri Sembilan,17
2007,12,50-54,Pahang,3
2007,12,50-54,Perak,0
2007,12,50-54,Pulau Pinang,0
2007,12,50-54,Sabah,55
2007,12,50-54,Sarawak,0
2007,12,50-54,Selangor,14
2007,12,50-54,Terengganu,0
2007,12,50-54,W.P. Kuala Lumpur,150
2007,12,55-59,Johor,0
2007,12,55-59,Kedah,44
2007,12,55-59,Kelantan,3
2007,12,55-59,Malaysia,156
2007,12,55-59,Melaka,19
2007,12,55-59,Negeri Sembilan,15
2007,12,55-59,Pahang,0
2007,12,55-59,Perak,0
2007,12,55-59,Pulau Pinang,0
2007,12,55-59,Sabah,29
2007,12,55-59,Sarawak,0
2007,12,55-59,Selangor,11
2007,12,55-59,Terengganu,0
2007,12,55-59,W.P. Kuala Lumpur,35
2007,12,60-64,Johor,0
2007,12,60-64,Kedah,2
2007,12,60-64,Kelantan,4
2007,12,60-64,Malaysia,13
2007,12,60-64,Melaka,0
2007,12,60-64,Negeri Sembilan,1
2007,12,60-64,Pahang,0
2007,12,60-64,Perak,0
2007,12,60-64,Pulau Pinang,0
2007,12,60-64,Sabah,2
2007,12,60-64,Sarawak,0
2007,12,60-64,Selangor,0
2007,12,60-64,Terengganu,0
2007,12,60-64,W.P. Kuala Lumpur,4
2008,1,17-24,Johor,34
2008,1,17-24,Kedah,1132
2008,1,17-24,Kelantan,461
2008,1,17-24,Malaysia,9918
2008,1,17-24,Melaka,739
2008,1,17-24,Negeri Sembilan,511
2008,1,17-24,Pahang,145
2008,1,17-24,Perak,1238
2008,1,17-24,Pulau Pinang,0
2008,1,17-24,Sabah,427
2008,1,17-24,Sarawak,164
2008,1,17-24,Selangor,422
2008,1,17-24,Terengganu,11
2008,1,17-24,W.P. Kuala Lumpur,4634
2008,1,25-29,Johor,30
2008,1,25-29,Kedah,362
2008,1,25-29,Kelantan,81
2008,1,25-29,Malaysia,2423
2008,1,25-29,Melaka,213
2008,1,25-29,Negeri Sembilan,84
2008,1,25-29,Pahang,11
2008,1,25-29,Perak,236
2008,1,25-29,Pulau Pinang,0
2008,1,25-29,Sabah,189
2008,1,25-29,Sarawak,69
2008,1,25-29,Selangor,137
2008,1,25-29,Terengganu,1
2008,1,25-29,W.P. Kuala Lumpur,1010
2008,1,30-34,Johor,26
2008,1,30-34,Kedah,218
2008,1,30-34,Kelantan,50
2008,1,30-34,Malaysia,1514
2008,1,30-34,Melaka,135
2008,1,30-34,Negeri Sembilan,51
2008,1,30-34,Pahang,10
2008,1,30-34,Perak,152
2008,1,30-34,Pulau Pinang,0
2008,1,30-34,Sabah,146
2008,1,30-34,Sarawak,82
2008,1,30-34,Selangor,66
2008,1,30-34,Terengganu,0
2008,1,30-34,W.P. Kuala Lumpur,578
2008,1,35-39,Johor,18
2008,1,35-39,Kedah,210
2008,1,35-39,Kelantan,32
2008,1,35-39,Malaysia,1213
2008,1,35-39,Melaka,95
2008,1,35-39,Negeri Sembilan,37
2008,1,35-39,Pahang,7
2008,1,35-39,Perak,153
2008,1,35-39,Pulau Pinang,0
2008,1,35-39,Sabah,126
2008,1,35-39,Sarawak,89
2008,1,35-39,Selangor,60
2008,1,35-39,Terengganu,0
2008,1,35-39,W.P. Kuala Lumpur,386
2008,1,40-44,Johor,17
2008,1,40-44,Kedah,169
2008,1,40-44,Kelantan,22
2008,1,40-44,Malaysia,935
2008,1,40-44,Melaka,66
2008,1,40-44,Negeri Sembilan,25
2008,1,40-44,Pahang,6
2008,1,40-44,Perak,143
2008,1,40-44,Pulau Pinang,0
2008,1,40-44,Sabah,86
2008,1,40-44,Sarawak,72
2008,1,40-44,Selangor,44
2008,1,40-44,Terengganu,0
2008,1,40-44,W.P. Kuala Lumpur,285
2008,1,45-49,Johor,5
2008,1,45-49,Kedah,169
2008,1,45-49,Kelantan,14
2008,1,45-49,Malaysia,678
2008,1,45-49,Melaka,47
2008,1,45-49,Negeri Sembilan,24
2008,1,45-49,Pahang,5
2008,1,45-49,Perak,96
2008,1,45-49,Pulau Pinang,0
2008,1,45-49,Sabah,59
2008,1,45-49,Sarawak,50
2008,1,45-49,Selangor,23
2008,1,45-49,Terengganu,0
2008,1,45-49,W.P. Kuala Lumpur,186
2008,1,50-54,Johor,4
2008,1,50-54,Kedah,78
2008,1,50-54,Kelantan,11
2008,1,50-54,Malaysia,367
2008,1,50-54,Melaka,28
2008,1,50-54,Negeri Sembilan,9
2008,1,50-54,Pahang,2
2008,1,50-54,Perak,53
2008,1,50-54,Pulau Pinang,0
2008,1,50-54,Sabah,40
2008,1,50-54,Sarawak,32
2008,1,50-54,Selangor,15
2008,1,50-54,Terengganu,0
2008,1,50-54,W.P. Kuala Lumpur,95
2008,1,55-59,Johor,1
2008,1,55-59,Kedah,23
2008,1,55-59,Kelantan,6
2008,1,55-59,Malaysia,118
2008,1,55-59,Melaka,8
2008,1,55-59,Negeri Sembilan,3
2008,1,55-59,Pahang,0
2008,1,55-59,Perak,14
2008,1,55-59,Pulau Pinang,0
2008,1,55-59,Sabah,14
2008,1,55-59,Sarawak,9
2008,1,55-59,Selangor,8
2008,1,55-59,Terengganu,1
2008,1,55-59,W.P. Kuala Lumpur,31
2008,1,60-64,Johor,0
2008,1,60-64,Kedah,1
2008,1,60-64,Kelantan,1
2008,1,60-64,Malaysia,13
2008,1,60-64,Melaka,2
2008,1,60-64,Negeri Sembilan,0
2008,1,60-64,Pahang,0
2008,1,60-64,Perak,4
2008,1,60-64,Pulau Pinang,0
2008,1,60-64,Sabah,0
2008,1,60-64,Sarawak,0
2008,1,60-64,Selangor,0
2008,1,60-64,Terengganu,0
2008,1,60-64,W.P. Kuala Lumpur,5
2008,2,17-24,Johor,380
2008,2,17-24,Kedah,1541
2008,2,17-24,Kelantan,633
2008,2,17-24,Malaysia,10839
2008,2,17-24,Melaka,839
2008,2,17-24,Negeri Sembilan,465
2008,2,17-24,Pahang,181
2008,2,17-24,Perak,1091
2008,2,17-24,Pulau Pinang,0
2008,2,17-24,Sabah,582
2008,2,17-24,Sarawak,243
2008,2,17-24,Selangor,449
2008,2,17-24,Terengganu,258
2008,2,17-24,W.P. Kuala Lumpur,4177
2008,2,25-29,Johor,60
2008,2,25-29,Kedah,205
2008,2,25-29,Kelantan,56
2008,2,25-29,Malaysia,1977
2008,2,25-29,Melaka,124
2008,2,25-29,Negeri Sembilan,93
2008,2,25-29,Pahang,23
2008,2,25-29,Perak,194
2008,2,25-29,Pulau Pinang,0
2008,2,25-29,Sabah,124
2008,2,25-29,Sarawak,132
2008,2,25-29,Selangor,104
2008,2,25-29,Terengganu,17
2008,2,25-29,W.P. Kuala Lumpur,845
2008,2,30-34,Johor,54
2008,2,30-34,Kedah,197
2008,2,30-34,Kelantan,43
2008,2,30-34,Malaysia,1340
2008,2,30-34,Melaka,78
2008,2,30-34,Negeri Sembilan,49
2008,2,30-34,Pahang,14
2008,2,30-34,Perak,101
2008,2,30-34,Pulau Pinang,0
2008,2,30-34,Sabah,84
2008,2,30-34,Sarawak,150
2008,2,30-34,Selangor,72
2008,2,30-34,Terengganu,9
2008,2,30-34,W.P. Kuala Lumpur,489
2008,2,35-39,Johor,56
2008,2,35-39,Kedah,170
2008,2,35-39,Kelantan,31
2008,2,35-39,Malaysia,1035
2008,2,35-39,Melaka,85
2008,2,35-39,Negeri Sembilan,38
2008,2,35-39,Pahang,6
2008,2,35-39,Perak,102
2008,2,35-39,Pulau Pinang,0
2008,2,35-39,Sabah,58
2008,2,35-39,Sarawak,128
2008,2,35-39,Selangor,39
2008,2,35-39,Terengganu,8
2008,2,35-39,W.P. Kuala Lumpur,314
2008,2,40-44,Johor,38
2008,2,40-44,Kedah,185
2008,2,40-44,Kelantan,27
2008,2,40-44,Malaysia,776
2008,2,40-44,Melaka,28
2008,2,40-44,Negeri Sembilan,29
2008,2,40-44,Pahang,6
2008,2,40-44,Perak,71
2008,2,40-44,Pulau Pinang,0
2008,2,40-44,Sabah,39
2008,2,40-44,Sarawak,99
2008,2,40-44,Selangor,34
2008,2,40-44,Terengganu,4
2008,2,40-44,W.P. Kuala Lumpur,216
2008,2,45-49,Johor,13
2008,2,45-49,Kedah,179
2008,2,45-49,Kelantan,19
2008,2,45-49,Malaysia,596
2008,2,45-49,Melaka,33
2008,2,45-49,Negeri Sembilan,14
2008,2,45-49,Pahang,9
2008,2,45-49,Perak,62
2008,2,45-49,Pulau Pinang,0
2008,2,45-49,Sabah,36
2008,2,45-49,Sarawak,87
2008,2,45-49,Selangor,18
2008,2,45-49,Terengganu,0
2008,2,45-49,W.P. Kuala Lumpur,126
2008,2,50-54,Johor,8
2008,2,50-54,Kedah,95
2008,2,50-54,Kelantan,9
2008,2,50-54,Malaysia,300
2008,2,50-54,Melaka,18
2008,2,50-54,Negeri Sembilan,2
2008,2,50-54,Pahang,1
2008,2,50-54,Perak,37
2008,2,50-54,Pulau Pinang,0
2008,2,50-54,Sabah,18
2008,2,50-54,Sarawak,46
2008,2,50-54,Selangor,6
2008,2,50-54,Terengganu,1
2008,2,50-54,W.P. Kuala Lumpur,59
2008,2,55-59,Johor,3
2008,2,55-59,Kedah,31
2008,2,55-59,Kelantan,2
2008,2,55-59,Malaysia,107
2008,2,55-59,Melaka,8
2008,2,55-59,Negeri Sembilan,1
2008,2,55-59,Pahang,0
2008,2,55-59,Perak,18
2008,2,55-59,Pulau Pinang,0
2008,2,55-59,Sabah,4
2008,2,55-59,Sarawak,12
2008,2,55-59,Selangor,1
2008,2,55-59,Terengganu,1
2008,2,55-59,W.P. Kuala Lumpur,26
2008,2,60-64,Johor,0
2008,2,60-64,Kedah,2
2008,2,60-64,Kelantan,2
2008,2,60-64,Malaysia,13
2008,2,60-64,Melaka,1
2008,2,60-64,Negeri Sembilan,0
2008,2,60-64,Pahang,0
2008,2,60-64,Perak,1
2008,2,60-64,Pulau Pinang,0
2008,2,60-64,Sabah,2
2008,2,60-64,Sarawak,2
2008,2,60-64,Selangor,0
2008,2,60-64,Terengganu,0
2008,2,60-64,W.P. Kuala Lumpur,3
2008,3,17-24,Johor,133
2008,3,17-24,Kedah,1037
2008,3,17-24,Kelantan,456
2008,3,17-24,Malaysia,8000
2008,3,17-24,Melaka,654
2008,3,17-24,Negeri Sembilan,188
2008,3,17-24,Pahang,176
2008,3,17-24,Perak,990
2008,3,17-24,Pulau Pinang,0
2008,3,17-24,Sabah,760
2008,3,17-24,Sarawak,201
2008,3,17-24,Selangor,359
2008,3,17-24,Terengganu,151
2008,3,17-24,W.P. Kuala Lumpur,2895
2008,3,25-29,Johor,91
2008,3,25-29,Kedah,290
2008,3,25-29,Kelantan,71
2008,3,25-29,Malaysia,2594
2008,3,25-29,Melaka,152
2008,3,25-29,Negeri Sembilan,118
2008,3,25-29,Pahang,15
2008,3,25-29,Perak,121
2008,3,25-29,Pulau Pinang,0
2008,3,25-29,Sabah,215
2008,3,25-29,Sarawak,175
2008,3,25-29,Selangor,165
2008,3,25-29,Terengganu,64
2008,3,25-29,W.P. Kuala Lumpur,1117
2008,3,30-34,Johor,37
2008,3,30-34,Kedah,218
2008,3,30-34,Kelantan,30
2008,3,30-34,Malaysia,1772
2008,3,30-34,Melaka,105
2008,3,30-34,Negeri Sembilan,77
2008,3,30-34,Pahang,9
2008,3,30-34,Perak,128
2008,3,30-34,Pulau Pinang,0
2008,3,30-34,Sabah,139
2008,3,30-34,Sarawak,185
2008,3,30-34,Selangor,117
2008,3,30-34,Terengganu,30
2008,3,30-34,W.P. Kuala Lumpur,697
2008,3,35-39,Johor,36
2008,3,35-39,Kedah,150
2008,3,35-39,Kelantan,30
2008,3,35-39,Malaysia,1386
2008,3,35-39,Melaka,87
2008,3,35-39,Negeri Sembilan,49
2008,3,35-39,Pahang,13
2008,3,35-39,Perak,155
2008,3,35-39,Pulau Pinang,0
2008,3,35-39,Sabah,100
2008,3,35-39,Sarawak,182
2008,3,35-39,Selangor,78
2008,3,35-39,Terengganu,15
2008,3,35-39,W.P. Kuala Lumpur,491
2008,3,40-44,Johor,25
2008,3,40-44,Kedah,125
2008,3,40-44,Kelantan,22
2008,3,40-44,Malaysia,1024
2008,3,40-44,Melaka,65
2008,3,40-44,Negeri Sembilan,43
2008,3,40-44,Pahang,3
2008,3,40-44,Perak,121
2008,3,40-44,Pulau Pinang,0
2008,3,40-44,Sabah,96
2008,3,40-44,Sarawak,149
2008,3,40-44,Selangor,69
2008,3,40-44,Terengganu,14
2008,3,40-44,W.P. Kuala Lumpur,292
2008,3,45-49,Johor,24
2008,3,45-49,Kedah,115
2008,3,45-49,Kelantan,18
2008,3,45-49,Malaysia,778
2008,3,45-49,Melaka,38
2008,3,45-49,Negeri Sembilan,26
2008,3,45-49,Pahang,6
2008,3,45-49,Perak,105
2008,3,45-49,Pulau Pinang,0
2008,3,45-49,Sabah,65
2008,3,45-49,Sarawak,133
2008,3,45-49,Selangor,36
2008,3,45-49,Terengganu,14
2008,3,45-49,W.P. Kuala Lumpur,198
2008,3,50-54,Johor,13
2008,3,50-54,Kedah,51
2008,3,50-54,Kelantan,7
2008,3,50-54,Malaysia,396
2008,3,50-54,Melaka,21
2008,3,50-54,Negeri Sembilan,16
2008,3,50-54,Pahang,4
2008,3,50-54,Perak,65
2008,3,50-54,Pulau Pinang,0
2008,3,50-54,Sabah,35
2008,3,50-54,Sarawak,49
2008,3,50-54,Selangor,26
2008,3,50-54,Terengganu,6
2008,3,50-54,W.P. Kuala Lumpur,103
2008,3,55-59,Johor,6
2008,3,55-59,Kedah,19
2008,3,55-59,Kelantan,6
2008,3,55-59,Malaysia,150
2008,3,55-59,Melaka,8
2008,3,55-59,Negeri Sembilan,7
2008,3,55-59,Pahang,0
2008,3,55-59,Perak,20
2008,3,55-59,Pulau Pinang,0
2008,3,55-59,Sabah,18
2008,3,55-59,Sarawak,28
2008,3,55-59,Selangor,2
2008,3,55-59,Terengganu,2
2008,3,55-59,W.P. Kuala Lumpur,34
2008,3,60-64,Johor,0
2008,3,60-64,Kedah,2
2008,3,60-64,Kelantan,1
2008,3,60-64,Malaysia,6
2008,3,60-64,Melaka,0
2008,3,60-64,Negeri Sembilan,0
2008,3,60-64,Pahang,0
2008,3,60-64,Perak,0
2008,3,60-64,Pulau Pinang,0
2008,3,60-64,Sabah,0
2008,3,60-64,Sarawak,0
2008,3,60-64,Selangor,0
2008,3,60-64,Terengganu,1
2008,3,60-64,W.P. Kuala Lumpur,2
2008,4,17-24,Johor,89
2008,4,17-24,Kedah,919
2008,4,17-24,Kelantan,164
2008,4,17-24,Malaysia,6225
2008,4,17-24,Melaka,497
2008,4,17-24,Negeri Sembilan,307
2008,4,17-24,Pahang,59
2008,4,17-24,Perak,669
2008,4,17-24,Pulau Pinang,0
2008,4,17-24,Sabah,327
2008,4,17-24,Sarawak,241
2008,4,17-24,Selangor,371
2008,4,17-24,Terengganu,282
2008,4,17-24,W.P. Kuala Lumpur,2300
2008,4,25-29,Johor,47
2008,4,25-29,Kedah,361
2008,4,25-29,Kelantan,40
2008,4,25-29,Malaysia,3204
2008,4,25-29,Melaka,114
2008,4,25-29,Negeri Sembilan,118
2008,4,25-29,Pahang,25
2008,4,25-29,Perak,238
2008,4,25-29,Pulau Pinang,0
2008,4,25-29,Sabah,144
2008,4,25-29,Sarawak,151
2008,4,25-29,Selangor,144
2008,4,25-29,Terengganu,45
2008,4,25-29,W.P. Kuala Lumpur,1777
2008,4,30-34,Johor,36
2008,4,30-34,Kedah,239
2008,4,30-34,Kelantan,49
2008,4,30-34,Malaysia,2121
2008,4,30-34,Melaka,80
2008,4,30-34,Negeri Sembilan,84
2008,4,30-34,Pahang,16
2008,4,30-34,Perak,185
2008,4,30-34,Pulau Pinang,0
2008,4,30-34,Sabah,107
2008,4,30-34,Sarawak,202
2008,4,30-34,Selangor,85
2008,4,30-34,Terengganu,8
2008,4,30-34,W.P. Kuala Lumpur,1030
2008,4,35-39,Johor,36
2008,4,35-39,Kedah,210
2008,4,35-39,Kelantan,33
2008,4,35-39,Malaysia,1645
2008,4,35-39,Melaka,62
2008,4,35-39,Negeri Sembilan,44
2008,4,35-39,Pahang,6
2008,4,35-39,Perak,148
2008,4,35-39,Pulau Pinang,0
2008,4,35-39,Sabah,92
2008,4,35-39,Sarawak,183
2008,4,35-39,Selangor,83
2008,4,35-39,Terengganu,12
2008,4,35-39,W.P. Kuala Lumpur,736
2008,4,40-44,Johor,32
2008,4,40-44,Kedah,153
2008,4,40-44,Kelantan,25
2008,4,40-44,Malaysia,1289
2008,4,40-44,Melaka,48
2008,4,40-44,Negeri Sembilan,54
2008,4,40-44,Pahang,9
2008,4,40-44,Perak,131
2008,4,40-44,Pulau Pinang,0
2008,4,40-44,Sabah,87
2008,4,40-44,Sarawak,151
2008,4,40-44,Selangor,66
2008,4,40-44,Terengganu,13
2008,4,40-44,W.P. Kuala Lumpur,520
2008,4,45-49,Johor,34
2008,4,45-49,Kedah,146
2008,4,45-49,Kelantan,23
2008,4,45-49,Malaysia,969
2008,4,45-49,Melaka,48
2008,4,45-49,Negeri Sembilan,40
2008,4,45-49,Pahang,4
2008,4,45-49,Perak,105
2008,4,45-49,Pulau Pinang,0
2008,4,45-49,Sabah,38
2008,4,45-49,Sarawak,120
2008,4,45-49,Selangor,45
2008,4,45-49,Terengganu,4
2008,4,45-49,W.P. Kuala Lumpur,362
2008,4,50-54,Johor,14
2008,4,50-54,Kedah,67
2008,4,50-54,Kelantan,9
2008,4,50-54,Malaysia,497
2008,4,50-54,Melaka,22
2008,4,50-54,Negeri Sembilan,21
2008,4,50-54,Pahang,1
2008,4,50-54,Perak,55
2008,4,50-54,Pulau Pinang,0
2008,4,50-54,Sabah,26
2008,4,50-54,Sarawak,73
2008,4,50-54,Selangor,9
2008,4,50-54,Terengganu,7
2008,4,50-54,W.P. Kuala Lumpur,193
2008,4,55-59,Johor,8
2008,4,55-59,Kedah,24
2008,4,55-59,Kelantan,5
2008,4,55-59,Malaysia,165
2008,4,55-59,Melaka,7
2008,4,55-59,Negeri Sembilan,6
2008,4,55-59,Pahang,1
2008,4,55-59,Perak,23
2008,4,55-59,Pulau Pinang,0
2008,4,55-59,Sabah,9
2008,4,55-59,Sarawak,27
2008,4,55-59,Selangor,6
2008,4,55-59,Terengganu,0
2008,4,55-59,W.P. Kuala Lumpur,49
2008,4,60-64,Johor,3
2008,4,60-64,Kedah,1
2008,4,60-64,Kelantan,1
2008,4,60-64,Malaysia,14
2008,4,60-64,Melaka,3
2008,4,60-64,Negeri Sembilan,0
2008,4,60-64,Pahang,0
2008,4,60-64,Perak,3
2008,4,60-64,Pulau Pinang,0
2008,4,60-64,Sabah,1
2008,4,60-64,Sarawak,0
2008,4,60-64,Selangor,0
2008,4,60-64,Terengganu,0
2008,4,60-64,W.P. Kuala Lumpur,2
2008,5,17-24,Johor,129
2008,5,17-24,Kedah,1169
2008,5,17-24,Kelantan,389
2008,5,17-24,Malaysia,6678
2008,5,17-24,Melaka,665
2008,5,17-24,Negeri Sembilan,255
2008,5,17-24,Pahang,61
2008,5,17-24,Perak,753
2008,5,17-24,Pulau Pinang,0
2008,5,17-24,Sabah,398
2008,5,17-24,Sarawak,94
2008,5,17-24,Selangor,252
2008,5,17-24,Terengganu,194
2008,5,17-24,W.P. Kuala Lumpur,2319
2008,5,25-29,Johor,93
2008,5,25-29,Kedah,353
2008,5,25-29,Kelantan,46
2008,5,25-29,Malaysia,2621
2008,5,25-29,Melaka,183
2008,5,25-29,Negeri Sembilan,95
2008,5,25-29,Pahang,11
2008,5,25-29,Perak,143
2008,5,25-29,Pulau Pinang,0
2008,5,25-29,Sabah,142
2008,5,25-29,Sarawak,101
2008,5,25-29,Selangor,166
2008,5,25-29,Terengganu,28
2008,5,25-29,W.P. Kuala Lumpur,1260
2008,5,30-34,Johor,78
2008,5,30-34,Kedah,306
2008,5,30-34,Kelantan,33
2008,5,30-34,Malaysia,2060
2008,5,30-34,Melaka,134
2008,5,30-34,Negeri Sembilan,76
2008,5,30-34,Pahang,7
2008,5,30-34,Perak,124
2008,5,30-34,Pulau Pinang,0
2008,5,30-34,Sabah,103
2008,5,30-34,Sarawak,119
2008,5,30-34,Selangor,131
2008,5,30-34,Terengganu,19
2008,5,30-34,W.P. Kuala Lumpur,930
2008,5,35-39,Johor,104
2008,5,35-39,Kedah,271
2008,5,35-39,Kelantan,43
2008,5,35-39,Malaysia,1853
2008,5,35-39,Melaka,129
2008,5,35-39,Negeri Sembilan,65
2008,5,35-39,Pahang,3
2008,5,35-39,Perak,114
2008,5,35-39,Pulau Pinang,0
2008,5,35-39,Sabah,120
2008,5,35-39,Sarawak,140
2008,5,35-39,Selangor,107
2008,5,35-39,Terengganu,14
2008,5,35-39,W.P. Kuala Lumpur,743
2008,5,40-44,Johor,90
2008,5,40-44,Kedah,239
2008,5,40-44,Kelantan,35
2008,5,40-44,Malaysia,1462
2008,5,40-44,Melaka,95
2008,5,40-44,Negeri Sembilan,44
2008,5,40-44,Pahang,3
2008,5,40-44,Perak,91
2008,5,40-44,Pulau Pinang,0
2008,5,40-44,Sabah,78
2008,5,40-44,Sarawak,122
2008,5,40-44,Selangor,85
2008,5,40-44,Terengganu,12
2008,5,40-44,W.P. Kuala Lumpur,568
2008,5,45-49,Johor,60
2008,5,45-49,Kedah,194
2008,5,45-49,Kelantan,22
2008,5,45-49,Malaysia,1061
2008,5,45-49,Melaka,95
2008,5,45-49,Negeri Sembilan,22
2008,5,45-49,Pahang,8
2008,5,45-49,Perak,69
2008,5,45-49,Pulau Pinang,0
2008,5,45-49,Sabah,65
2008,5,45-49,Sarawak,86
2008,5,45-49,Selangor,60
2008,5,45-49,Terengganu,6
2008,5,45-49,W.P. Kuala Lumpur,374
2008,5,50-54,Johor,20
2008,5,50-54,Kedah,113
2008,5,50-54,Kelantan,20
2008,5,50-54,Malaysia,566
2008,5,50-54,Melaka,39
2008,5,50-54,Negeri Sembilan,21
2008,5,50-54,Pahang,3
2008,5,50-54,Perak,52
2008,5,50-54,Pulau Pinang,0
2008,5,50-54,Sabah,32
2008,5,50-54,Sarawak,45
2008,5,50-54,Selangor,19
2008,5,50-54,Terengganu,2
2008,5,50-54,W.P. Kuala Lumpur,200
2008,5,55-59,Johor,7
2008,5,55-59,Kedah,38
2008,5,55-59,Kelantan,2
2008,5,55-59,Malaysia,200
2008,5,55-59,Melaka,11
2008,5,55-59,Negeri Sembilan,6
2008,5,55-59,Pahang,0
2008,5,55-59,Perak,18
2008,5,55-59,Pulau Pinang,0
2008,5,55-59,Sabah,20
2008,5,55-59,Sarawak,8
2008,5,55-59,Selangor,8
2008,5,55-59,Terengganu,0
2008,5,55-59,W.P. Kuala Lumpur,82
2008,5,60-64,Johor,0
2008,5,60-64,Kedah,2
2008,5,60-64,Kelantan,0
2008,5,60-64,Malaysia,13
2008,5,60-64,Melaka,0
2008,5,60-64,Negeri Sembilan,0
2008,5,60-64,Pahang,0
2008,5,60-64,Perak,0
2008,5,60-64,Pulau Pinang,0
2008,5,60-64,Sabah,3
2008,5,60-64,Sarawak,0
2008,5,60-64,Selangor,3
2008,5,60-64,Terengganu,0
2008,5,60-64,W.P. Kuala Lumpur,5
2008,6,17-24,Johor,73
2008,6,17-24,Kedah,574
2008,6,17-24,Kelantan,365
2008,6,17-24,Malaysia,4951
2008,6,17-24,Melaka,266
2008,6,17-24,Negeri Sembilan,209
2008,6,17-24,Pahang,62
2008,6,17-24,Perak,465
2008,6,17-24,Pulau Pinang,0
2008,6,17-24,Sabah,287
2008,6,17-24,Sarawak,57
2008,6,17-24,Selangor,203
2008,6,17-24,Terengganu,224
2008,6,17-24,W.P. Kuala Lumpur,2166
2008,6,25-29,Johor,59
2008,6,25-29,Kedah,316
2008,6,25-29,Kelantan,62
2008,6,25-29,Malaysia,2349
2008,6,25-29,Melaka,231
2008,6,25-29,Negeri Sembilan,87
2008,6,25-29,Pahang,25
2008,6,25-29,Perak,133
2008,6,25-29,Pulau Pinang,0
2008,6,25-29,Sabah,128
2008,6,25-29,Sarawak,84
2008,6,25-29,Selangor,126
2008,6,25-29,Terengganu,46
2008,6,25-29,W.P. Kuala Lumpur,1052
2008,6,30-34,Johor,64
2008,6,30-34,Kedah,229
2008,6,30-34,Kelantan,46
2008,6,30-34,Malaysia,1783
2008,6,30-34,Melaka,179
2008,6,30-34,Negeri Sembilan,59
2008,6,30-34,Pahang,11
2008,6,30-34,Perak,130
2008,6,30-34,Pulau Pinang,0
2008,6,30-34,Sabah,87
2008,6,30-34,Sarawak,117
2008,6,30-34,Selangor,96
2008,6,30-34,Terengganu,7
